35,49
0,0.0566636
0.0390244,0.0566636
0.0585366,0.0566636
0.0682927,0.0566636
0.0731707,0.0566636
0.0756098,0.0566636
0.0780488,0.0566636
0.0804878,0.0566636
0.0829268,0.0566636
0.0853659,0.0566636
0.0878049,0.0566636
0.0902439,0.0566636
0.0926829,0.0566636
0.095122,0.0566636
0.097561,0.0566636
0.1,0.0566636
0.102439,0.0566636
0.104878,0.0566636
0.107317,0.0566636
0.109756,0.0566636
0.112195,0.0566636
0.114634,0.0566636
0.117073,0.0566636
0.119512,0.0566636
0.121951,0.0566636
0.12439,0.0566636
0.126829,0.0566636
0.129268,0.0566636
0.131707,0.0566636
0.134146,0.0566636
0.136585,0.0566636
0.139024,0.0566636
0.141463,0.0566636
0.143902,0.0566636
0.146341,0.0566636
0.14878,0.0566636
0.15122,0.0566636
0.153659,0.0566636
0.156098,0.0566636
0.158537,0.0566636
0.160976,0.0566636
0.163415,0.0566636
0.165854,0.0566636
0.168293,0.0566636
0.170732,0.0566636
0.17561,0.0566636
0.185366,0.0566636
0.207317,0.0566636
0.258537,0.0566636
0,0.0321897
0.0390244,0.0321897
0.0585366,0.0321897
0.0682927,0.0321897
0.0731707,0.0321897
0.0756098,0.0321897
0.0780488,0.0321897
0.0804878,0.0321897
0.0829268,0.0321897
0.0853659,0.0321897
0.0878049,0.0321897
0.0902439,0.0321897
0.0926829,0.0321897
0.095122,0.0321897
0.097561,0.0321897
0.1,0.0321897
0.102439,0.0321897
0.104878,0.0321897
0.107317,0.0321897
0.109756,0.0321897
0.112195,0.0321897
0.114634,0.0321897
0.117073,0.0321897
0.119512,0.0321897
0.121951,0.0321897
0.12439,0.0321897
0.126829,0.0321897
0.129268,0.0321897
0.131707,0.0321897
0.134146,0.0321897
0.136585,0.0321897
0.139024,0.0321897
0.141463,0.0321897
0.143902,0.0321897
0.146341,0.0321897
0.14878,0.0321897
0.15122,0.0321897
0.153659,0.0321897
0.156098,0.0321897
0.158537,0.0321897
0.160976,0.0321897
0.163415,0.0321897
0.165854,0.0321897
0.168293,0.0321897
0.170732,0.0321897
0.17561,0.0321897
0.185366,0.0321897
0.207317,0.0321897
0.258537,0.0321897
0,0.0183683
0.0390244,0.0183683
0.0585366,0.0183683
0.0682927,0.0183683
0.0731707,0.0183683
0.0756098,0.0183683
0.0780488,0.0183683
0.0804878,0.0183683
0.0829268,0.0183683
0.0853659,0.0183683
0.0878049,0.0183683
0.0902439,0.0183683
0.0926829,0.0183683
0.095122,0.0183683
0.097561,0.0183683
0.1,0.0183683
0.102439,0.0183683
0.104878,0.0183683
0.107317,0.0183683
0.109756,0.0183683
0.112195,0.0183683
0.114634,0.0183683
0.117073,0.0183683
0.119512,0.0183683
0.121951,0.0183683
0.12439,0.0183683
0.126829,0.0183683
0.129268,0.0183683
0.131707,0.0183683
0.134146,0.0183683
0.136585,0.0183683
0.139024,0.0183683
0.141463,0.0183683
0.143902,0.0183683
0.146341,0.0183683
0.14878,0.0183683
0.15122,0.0183683
0.153659,0.0183683
0.156098,0.0183683
0.158537,0.0183683
0.160976,0.0183683
0.163415,0.0183683
0.165854,0.0183683
0.168293,0.0183683
0.170732,0.0183683
0.17561,0.0183683
0.185366,0.0183683
0.207317,0.0183683
0.258537,0.0183683
0,0.0105628
0.0390244,0.0105628
0.0585366,0.0105628
0.0682927,0.0105628
0.0731707,0.0105628
0.0756098,0.0105628
0.0780488,0.0105628
0.0804878,0.0105628
0.0829268,0.0105628
0.0853659,0.0105628
0.0878049,0.0105628
0.0902439,0.0105628
0.0926829,0.0105628
0.095122,0.0105628
0.097561,0.0105628
0.1,0.0105628
0.102439,0.0105628
0.104878,0.0105628
0.107317,0.0105628
0.109756,0.0105628
0.112195,0.0105628
0.114634,0.0105628
0.117073,0.0105628
0.119512,0.0105628
0.121951,0.0105628
0.12439,0.0105628
0.126829,0.0105628
0.129268,0.0105628
0.131707,0.0105628
0.134146,0.0105628
0.136585,0.0105628
0.139024,0.0105628
0.141463,0.0105628
0.143902,0.0105628
0.146341,0.0105628
0.14878,0.0105628
0.15122,0.0105628
0.153659,0.0105628
0.156098,0.0105628
0.158537,0.0105628
0.160976,0.0105628
0.163415,0.0105628
